,location,location_id,direction,position,ons,offs,total,lifts,period
2587,NE Glisan & 78th,2143,W,NS,31,11,42,4,Fall2018
2588,NE Glisan & 78th,2144,E,NS,9,30,39,7,Fall2018
2589,NE Glisan & 80th,2145,W,NS,22,5,27,2,Fall2018
2590,NE Glisan & 80th,2146,E,NS,4,17,21,6,Fall2018
2597,NE Glisan & 82nd,2147,E,FS,29,82,111,45,Fall2018
2598,NE Glisan & 82nd,2148,W,NS,76,30,106,59,Fall2018
2599,NE Glisan & 85th,2149,W,OP,6,3,9,0,Fall2018
2600,NE Glisan & 86th,2151,E,NS,4,9,13,0,Fall2018
2601,NE Glisan & 90th,2153,W,NS,19,11,30,3,Fall2018
2602,NE Glisan & 92nd,2155,E,NS,11,22,33,11,Fall2018
2603,NE Glisan & 92nd,2156,W,NS,18,14,32,5,Fall2018
2604,NE Glisan & 94th,2158,E,NS,3,8,11,2,Fall2018
1386,N Going & Port Center Way,2161,W,FS,5,44,49,0,Fall2018
2611,NE Grand & Broadway,2165,N,FS,95,25,120,44,Fall2018
4634,SE Grand & E Burnside,2167,N,NS,229,88,317,64,Fall2018
2613,NE Grand & Hoyt,2169,N,OP,24,27,51,18,Fall2018
4635,SE Grand & Main,2170,N,NS,206,47,253,22,Fall2018
4636,SE Grand & Mill,2171,N,NS,0,4,4,0,Fall2018
2612,NE Grand & Holladay,2175,N,FS,307,136,443,69,Fall2018
2615,NE Grand & Weidler,2178,N,NS,127,58,185,59,Fall2018
1388,N Greeley & Ainsworth,2182,N,NS,2,23,25,2,Fall2018
1389,N Greeley & Ainsworth,2183,S,NS,26,4,30,4,Fall2018
1390,N Greeley & Bryant,2185,N,NS,1,20,21,1,Fall2018
1391,N Greeley & Bryant,2186,S,NS,29,2,31,2,Fall2018
1392,N Greeley & Dekum,2190,N,NS,1,10,11,0,Fall2018
1393,N Greeley & Dekum,2191,S,NS,13,1,14,0,Fall2018
1395,N Greeley & Going Overpass,2195,N,AT,5,12,17,0,Fall2018
1394,N Greeley & Going,2196,S,NS,4,3,7,0,Fall2018
1396,N Greeley & Holman,2197,N,NS,2,11,13,0,Fall2018
1397,N Greeley & Holman,2198,S,NS,19,1,20,1,Fall2018
1398,N Greeley & Jessup,2205,S,NS,17,1,18,0,Fall2018
1399,N Greeley & Jessup,2206,N,NS,2,13,15,0,Fall2018
1400,N Greeley & Killingsworth,2208,N,NS,9,43,52,3,Fall2018
1401,N Greeley & Killingsworth,2209,S,NS,50,13,63,4,Fall2018
1402,N Greeley & Lombard St,2212,N,NS,1,36,37,2,Fall2018
1403,N Greeley & Lombard St,2213,S,FS,38,4,42,5,Fall2018
1404,N Greeley & Rosa Parks Way,2221,N,FS,3,18,21,3,Fall2018
1405,N Greeley & Rosa Parks Way,2222,S,NS,27,3,30,7,Fall2018
1406,N Greeley & Sumner,2226,N,NS,20,37,57,2,Fall2018
1407,N Greeley & Sumner,2227,S,OP,44,24,68,2,Fall2018
6520,SW Greenburg & Cascade,2230,E,OP,39,32,71,10,Fall2018
6521,SW Greenburg & Cascade,2231,S,FS,31,41,72,9,Fall2018
6522,SW Greenburg & Center,2232,N,FS,56,29,85,5,Fall2018
6523,SW Greenburg & Center,2233,S,NS,20,42,62,3,Fall2018
6527,SW Greenburg & North Dakota,2234,N,FS,30,28,58,14,Fall2018
6528,SW Greenburg & North Dakota,2235,S,OP,33,27,60,10,Fall2018
6508,SW Greenburg & 92nd ,2237,E,FS,7,10,17,6,Fall2018
6507,SW Greenburg & 90th ,2238,W,FS,6,5,11,5,Fall2018
6509,SW Greenburg & 92nd ,2239,W,FS,10,9,19,4,Fall2018
6526,SW Greenburg & Lincoln,2240,S,NS,9,4,13,2,Fall2018
6510,SW Greenburg & 95th ,2242,W,NS,6,8,14,1,Fall2018
6511,SW Greenburg & 95th ,2243,E,FS,7,8,15,0,Fall2018
6512,SW Greenburg & 98th ,2245,W,OP,9,14,23,0,Fall2018
6519,SW Greenburg & 98th,2246,E,FS,14,10,24,0,Fall2018
286,200 Block Greenridge,2247,W,OP,0,8,8,0,Fall2018
287,200 Block Greenridge,2248,E,AT,8,1,9,0,Fall2018
1065,Greenridge & Greenridge Ct,2249,N,OP,0,0,0,0,Fall2018
1066,Greenridge & Greenridge Ct,2250,S,FS,0,0,0,0,Fall2018
1067,Greenridge & SW Monroe Pkwy,2251,N,NS,0,0,0,0,Fall2018
6531,SW Greenway & Council Crest,2252,N,FS,1,0,1,0,Fall2018
1072,Gresham Transit Center,2253,E,AT,1132,891,2023,369,Fall2018
6532,SW Haines & Lesser,2257,E,NS,3,4,7,1,Fall2018
550,5500 Block SW Hall,2260,N,AT,23,15,38,41,Fall2018
592,6200 Block SW Hall,2261,N,AT,16,12,28,0,Fall2018
651,7800 Block SW Hall,2262,N,AT,25,10,35,0,Fall2018
652,7800 Block SW Hall,2263,S,AT,12,25,37,1,Fall2018
726,9800 Block SW Hall,2264,N,AT,4,1,5,0,Fall2018
6543,SW Hall & Allen,2266,S,FS,118,63,181,38,Fall2018
6544,SW Hall & Allen,2267,N,NS,59,104,163,42,Fall2018
457,3600 Block SW Hall,2268,E,AT,14,17,31,7,Fall2018
6550,SW Hall & Broadway,2271,N,FS,3,87,90,10,Fall2018
6552,SW Hall & Cascade,2272,E,NS,15,25,40,3,Fall2018
6553,SW Hall & Cedar Hills,2273,W,NS,12,23,35,8,Fall2018
6554,SW Hall & Colony,2274,W,NS,8,5,13,3,Fall2018
6555,SW Hall & Creekside,2275,W,OP,39,18,57,12,Fall2018
6556,SW Hall & Creekside,2276,E,FS,9,24,33,2,Fall2018
6557,SW Hall & Cresmoor,2277,W,NS,5,5,10,4,Fall2018
6558,SW Hall & Denney,2278,N,FS,23,14,37,0,Fall2018
6559,SW Hall & Denney,2279,S,FS,13,27,40,1,Fall2018
6561,SW Hall & Green Lane,2280,S,NS,6,8,14,0,Fall2018
6562,SW Hall & Greenburg,2282,E,FS,5,2,7,0,Fall2018
6564,SW Hall & Greenway,2283,E,FS,30,65,95,16,Fall2018
6565,SW Hall & Greenway,2284,W,FS,56,22,78,10,Fall2018
6572,SW Hall & Hart,2285,N,FS,20,12,32,8,Fall2018
6573,SW Hall & Hart,2286,S,FS,11,26,37,6,Fall2018
6574,SW Hall & Hemlock,2287,N,FS,2,1,3,3,Fall2018
6581,SW Hall & Nimbus,2290,E,FS,18,48,66,10,Fall2018
6587,SW Hall & Ridgecrest,2291,W,FS,15,11,26,1,Fall2018
6588,SW Hall & Ridgecrest,2292,E,OP,12,30,42,5,Fall2018
6591,SW Hall & Scholls Ferry,2295,W,NS,83,27,110,18,Fall2018
6592,SW Hall & Scholls Ferry,2296,E,FS,16,58,74,13,Fall2018
6594,SW Hall & Sussex,2297,N,NS,14,12,26,0,Fall2018
6597,SW Hall & Washington,2298,W,FS,1,0,1,0,Fall2018
6598,SW Hall & Washington,2299,E,FS,2,2,4,4,Fall2018
6533,SW Hall & 13th,2300,N,OP,16,6,22,1,Fall2018
6534,SW Hall & 13th,2301,S,NS,14,29,43,15,Fall2018
6536,SW Hall & 2nd,2302,N,FS,16,46,62,15,Fall2018
6535,SW Hall & 22nd,2303,S,NS,14,20,34,2,Fall2018
6537,SW Hall & 5th,2305,N,NS,25,38,63,32,Fall2018
6539,SW Hall & 88th,2307,W,FS,1,0,1,0,Fall2018
6540,SW Hall & 88th,2308,E,OP,0,1,1,0,Fall2018
6541,SW Hall & 91st,2311,W,FS,0,1,1,0,Fall2018
6542,SW Hall & 91st,2312,E,OP,0,1,1,0,Fall2018
1409,N Halleck & Delaware,2315,N,OP,12,13,25,3,Fall2018
1410,N Halleck & Delaware,2316,E,NS,11,9,20,1,Fall2018
1411,N Halleck & Peninsular,2317,W,NS,7,15,22,2,Fall2018
2642,NE Halsey & 148th,2320,E,FS,4,18,22,4,Fall2018
2662,NE Halsey & 176th,2322,E,NS,1,7,8,3,Fall2018
2671,NE Halsey & 196th,2326,W,FS,18,3,21,1,Fall2018
2722,NE Halsey & Market Dr,2327,E,NS,4,23,27,20,Fall2018
333,23300 Block NE Halsey,2330,E,AT,9,17,26,7,Fall2018
334,23300 Block NE Halsey,2331,W,AT,17,10,27,7,Fall2018
337,23900 Block NE Halsey,2333,W,AT,3,2,5,0,Fall2018
303,2100 Block SW Halsey (Edgefield Manor),2339,E,AT,1,10,11,1,Fall2018
304,2100 Block SW Halsey (Edgefield Manor),2340,W,OP,7,2,9,1,Fall2018
2720,NE Halsey & Fairview/223rd,2341,E,FS,23,70,93,12,Fall2018
2721,NE Halsey & Fairview/223rd,2342,W,FS,35,6,41,5,Fall2018
2618,NE Halsey & 100th,2343,W,FS,32,65,97,26,Fall2018
6601,SW Halsey & Halsey Loop,2345,E,FS,1,15,16,0,Fall2018
6602,SW Halsey & Halsey Loop,2346,W,FS,15,1,16,0,Fall2018
2663,NE Halsey & 176th,2349,W,OP,8,1,9,1,Fall2018
90,12400 Block NE Halsey,2352,W,OP,28,48,76,25,Fall2018
2724,NE Halsey & Wasco,2353,E,NS,2,11,13,2,Fall2018
1772,NE 102nd & Halsey,2354,N,NS,2,2,4,2,Fall2018
23,10500 Block NE Halsey,2356,E,AT,32,23,55,16,Fall2018
2620,NE Halsey & 108th,2357,E,OP,14,17,31,39,Fall2018
2621,NE Halsey & 111th,2358,E,OP,22,47,69,39,Fall2018
2622,NE Halsey & 114th,2360,E,NS,10,19,29,5,Fall2018
2623,NE Halsey & 114th,2361,W,NS,16,6,22,3,Fall2018
2624,NE Halsey & 119th,2364,E,OP,3,15,18,6,Fall2018
2625,NE Halsey & 119th,2365,W,NS,10,4,14,3,Fall2018
2626,NE Halsey & 122nd,2366,E,FS,101,122,223,100,Fall2018
2627,NE Halsey & 122nd,2367,W,FS,93,51,144,58,Fall2018
2628,NE Halsey & 126th,2368,E,NS,3,12,15,2,Fall2018
2629,NE Halsey & 126th,2369,W,NS,7,3,10,1,Fall2018
2630,NE Halsey & 128th,2370,E,NS,1,8,9,5,Fall2018
2631,NE Halsey & 129th Pl,2373,W,NS,7,1,8,0,Fall2018
2632,NE Halsey & 131st Pl,2374,E,NS,6,33,39,6,Fall2018
2633,NE Halsey & 132nd,2375,W,NS,33,6,39,4,Fall2018
2634,NE Halsey & 136th Pl,2378,E,NS,1,10,11,2,Fall2018
2635,NE Halsey & 136th Pl,2379,W,OP,9,2,11,3,Fall2018
2636,NE Halsey & 140th,2380,E,OP,0,5,5,1,Fall2018
2637,NE Halsey & 141st,2381,W,FS,5,0,5,0,Fall2018
2638,NE Halsey & 143rd,2382,W,FS,6,1,7,0,Fall2018
2639,NE Halsey & 143rd,2383,E,OP,1,6,7,0,Fall2018
2640,NE Halsey & 146th,2384,W,FS,2,1,3,0,Fall2018
2641,NE Halsey & 146th,2385,E,OP,0,1,1,0,Fall2018
2643,NE Halsey & 148th,2386,W,NS,12,4,16,2,Fall2018
2650,NE Halsey & 155th,2389,E,NS,2,14,16,2,Fall2018
2651,NE Halsey & 155th,2390,W,NS,14,2,16,0,Fall2018
2652,NE Halsey & 157th,2391,E,NS,1,4,5,0,Fall2018
2653,NE Halsey & 157th,2392,W,NS,5,1,6,0,Fall2018
2655,NE Halsey & 160th,2393,E,FS,4,14,18,2,Fall2018
2656,NE Halsey & 162nd,2395,W,NS,70,21,91,6,Fall2018
2657,NE Halsey & 162nd,2396,E,NS,21,57,78,7,Fall2018
2658,NE Halsey & 168th Pl,2397,E,NS,4,20,24,1,Fall2018
2659,NE Halsey & 169th,2398,W,NS,22,3,25,0,Fall2018
2660,NE Halsey & 172nd,2399,W,OP,42,10,52,3,Fall2018
2661,NE Halsey & 172nd,2400,E,FS,11,40,51,3,Fall2018
2664,NE Halsey & 181st,2401,E,NS,44,73,117,24,Fall2018
2666,NE Halsey & 186th,2405,E,NS,12,16,28,14,Fall2018
2667,NE Halsey & 186th,2406,W,OP,11,7,18,10,Fall2018
2668,NE Halsey & 192nd,2407,W,FS,19,6,25,1,Fall2018
2669,NE Halsey & 192nd,2408,E,NS,5,21,26,2,Fall2018
2670,NE Halsey & 195th,2409,E,FS,3,14,17,2,Fall2018
2672,NE Halsey & 201st,2410,E,FS,14,34,48,3,Fall2018
2673,NE Halsey & 201st,2411,W,FS,36,18,54,6,Fall2018
2718,NE Halsey & Fairview Parkway,2414,W,NS,10,2,12,3,Fall2018
2719,NE Halsey & Fairview Parkway,2415,E,FS,2,8,10,2,Fall2018
2675,NE Halsey & 227th,2416,E,OP,15,51,66,13,Fall2018
2676,NE Halsey & 230th Ct,2418,E,NS,11,34,45,3,Fall2018
2677,NE Halsey & 230th Ct,2419,W,OP,45,12,57,8,Fall2018
2678,NE Halsey & 238th,2420,W,FS,68,54,122,24,Fall2018
2679,NE Halsey & 238th,2421,E,FS,20,36,56,10,Fall2018
2680,NE Halsey & 244th,2422,E,NS,3,22,25,13,Fall2018
2681,NE Halsey & 244th,2423,W,FS,19,3,22,9,Fall2018
2682,NE Halsey & 49th,2425,W,NS,3,4,7,0,Fall2018
2683,NE Halsey & 50th,2426,E,OP,6,8,14,1,Fall2018
2684,NE Halsey & 53rd,2428,W,NS,11,6,17,0,Fall2018
2685,NE Halsey & 53rd,2429,E,NS,4,17,21,1,Fall2018
2686,NE Halsey & 55th,2430,E,OP,3,11,14,1,Fall2018
2687,NE Halsey & 55th,2431,W,NS,8,2,10,0,Fall2018
2688,NE Halsey & 57th,2432,W,NS,27,24,51,8,Fall2018
2689,NE Halsey & 58th,2434,E,NS,29,35,64,20,Fall2018
2723,NE Halsey & Village St,2436,E,FS,5,18,23,5,Fall2018
2711,NE Halsey & 7th St,2437,W,FS,40,8,48,22,Fall2018
2690,NE Halsey & 60th,2438,W,FS,17,18,35,9,Fall2018
2691,NE Halsey & 60th,2439,E,FS,30,19,49,9,Fall2018
2692,NE Halsey & 63rd,2440,E,NS,15,13,28,12,Fall2018
2693,NE Halsey & 63rd,2441,W,NS,14,11,25,5,Fall2018
2694,NE Halsey & 66th,2442,E,OP,42,46,88,23,Fall2018
2695,NE Halsey & 66th,2443,W,NS,54,40,94,25,Fall2018
2696,NE Halsey & 69th,2445,W,OP,16,14,30,2,Fall2018
2703,NE Halsey & 69th,2446,E,AT,17,15,32,2,Fall2018
2704,NE Halsey & 72nd,2448,E,OP,6,8,14,2,Fall2018
2705,NE Halsey & 74th,2450,E,NS,10,19,29,1,Fall2018
2706,NE Halsey & 74th,2451,W,OP,17,9,26,1,Fall2018
2707,NE Halsey & 76th,2452,E,NS,2,6,8,2,Fall2018
2708,NE Halsey & 76th,2453,W,NS,6,2,8,0,Fall2018
2709,NE Halsey & 78th,2454,E,NS,1,3,4,1,Fall2018
2710,NE Halsey & 79th,2455,W,OP,3,2,5,0,Fall2018
2712,NE Halsey & 86th,2456,E,OP,6,7,13,0,Fall2018
2713,NE Halsey & 86th,2457,W,NS,3,3,6,0,Fall2018
2714,NE Halsey & 88th,2458,E,FS,3,3,6,5,Fall2018
2715,NE Halsey & 90th,2459,W,FS,3,2,5,3,Fall2018
2716,NE Halsey & 92nd,2460,E,NS,6,11,17,3,Fall2018
6625,SW Hamilton & 55th Pl,2461,W,FS,0,0,0,0,Fall2018
556,5700 Block SW Hamilton,2462,E,AT,1,0,1,0,Fall2018
6636,SW Hamilton & Semler Way,2463,W,NS,0,2,2,0,Fall2018
593,6200 Block SW Hamilton,2464,E,AT,4,0,4,0,Fall2018
6634,SW Hamilton & Scholls Ferry,2465,E,FS,0,0,0,0,Fall2018
6630,SW Hamilton & Dosch,2466,E,NS,0,0,0,0,Fall2018
6631,SW Hamilton & Dosch,2467,W,NS,20,11,31,0,Fall2018
6632,SW Hamilton & Hamilton Ct,2468,E,FS,1,0,1,0,Fall2018
6633,SW Hamilton & Hamilton Ct,2469,W,OP,0,1,1,0,Fall2018
6635,SW Hamilton & Scholls Ferry,2470,W,NS,0,0,0,0,Fall2018
6637,SW Hamilton & Shattuck,2471,W,NS,0,1,1,0,Fall2018
6638,SW Hamilton & Shattuck,2472,E,NS,5,0,5,0,Fall2018
6603,SW Hamilton & 34th,2473,W,FS,0,1,1,0,Fall2018
6604,SW Hamilton & 34th,2474,E,NS,0,0,0,0,Fall2018
6605,SW Hamilton & 36th Pl,2475,W,FS,0,0,0,0,Fall2018
6606,SW Hamilton & 36th Pl,2476,E,OP,0,0,0,0,Fall2018
6607,SW Hamilton & 39th Dr,2477,E,FS,0,0,0,0,Fall2018
6608,SW Hamilton & 39th Dr,2478,W,OP,0,0,0,0,Fall2018
6609,SW Hamilton & 41st,2479,W,NS,0,1,1,0,Fall2018
6610,SW Hamilton & 42nd Pl,2480,E,NS,1,0,1,0,Fall2018
6611,SW Hamilton & 45th,2481,W,OP,0,2,2,0,Fall2018
6612,SW Hamilton & 45th,2482,E,NS,1,0,1,0,Fall2018
6614,SW Hamilton & 47th Dr,2483,W,FS,0,2,2,4,Fall2018
6613,SW Hamilton & 47th,2484,E,FS,2,0,2,0,Fall2018
6616,SW Hamilton & 53rd,2486,E,FS,3,0,3,0,Fall2018
6617,SW Hamilton & 54th Pl,2487,W,FS,0,1,1,0,Fall2018
6627,SW Hamilton & 58th,2490,E,OP,0,0,0,0,Fall2018
6629,SW Hamilton & 60th Pl,2492,E,NS,1,0,1,0,Fall2018
611,6900 Block SW Hampton,2494,E,AT,11,47,58,3,Fall2018
6639,SW Hampton & 72nd,2496,E,FS,1,13,14,2,Fall2018
4643,SE Harmony & Linwood,2498,E,FS,13,3,16,0,Fall2018
92,12400 Block SE Harold,2505,E,AT,1,1,2,0,Fall2018
93,12400 Block SE Harold,2506,W,AT,1,0,1,0,Fall2018
112,12900 Block SE Harold,2507,W,AT,7,0,7,0,Fall2018
4670,SE Harold & 133rd,2510,W,OP,4,0,4,0,Fall2018
4694,SE Harold & 92nd,2512,E,FS,15,18,33,4,Fall2018
4644,SE Harold & 101st,2517,E,FS,1,16,17,0,Fall2018
4646,SE Harold & 103rd,2518,E,NS,1,7,8,1,Fall2018
4648,SE Harold & 105th,2520,E,OP,1,7,8,0,Fall2018
4649,SE Harold & 109th,2522,E,FS,1,3,4,0,Fall2018
4650,SE Harold & 109th,2523,W,NS,3,1,4,0,Fall2018
4651,SE Harold & 111th,2524,E,OP,1,3,4,0,Fall2018
4652,SE Harold & 111th,2525,W,NS,2,1,3,0,Fall2018
4653,SE Harold & 113th,2526,E,OP,0,2,2,0,Fall2018
4654,SE Harold & 113th,2527,W,NS,2,0,2,0,Fall2018
4655,SE Harold & 115th,2528,E,NS,1,6,7,0,Fall2018
4656,SE Harold & 115th,2529,W,NS,9,0,9,0,Fall2018
4657,SE Harold & 118th,2530,E,OP,0,5,5,0,Fall2018
4664,SE Harold & 118th,2531,W,NS,5,0,5,0,Fall2018
4665,SE Harold & 122nd,2534,E,NS,15,22,37,3,Fall2018
4666,SE Harold & 122nd,2535,W,FS,22,14,36,1,Fall2018
4667,SE Harold & 128th,2537,E,NS,1,8,9,4,Fall2018
4668,SE Harold & 128th,2538,W,NS,9,1,10,0,Fall2018
4672,SE Harold & 136th,2539,E,NS,4,19,23,0,Fall2018
4673,SE Harold & 136th,2540,W,FS,24,3,27,1,Fall2018
4674,SE Harold & 52nd,2541,W,NS,45,21,66,1,Fall2018
4675,SE Harold & 54th,2542,E,NS,9,13,22,2,Fall2018
4676,SE Harold & 57th,2544,E,NS,2,14,16,0,Fall2018
4677,SE Harold & 57th,2545,W,FS,17,2,19,0,Fall2018
4678,SE Harold & 60th,2546,E,NS,2,20,22,0,Fall2018
4679,SE Harold & 60th,2547,W,NS,27,2,29,0,Fall2018
4680,SE Harold & 62nd,2548,E,NS,3,14,17,0,Fall2018
4681,SE Harold & 62nd,2549,W,NS,17,2,19,0,Fall2018
4683,SE Harold & 65th,2550,E,NS,2,17,19,0,Fall2018
4684,SE Harold & 67th,2551,E,NS,4,20,24,0,Fall2018
4686,SE Harold & 69th,2552,E,NS,3,9,12,0,Fall2018
4687,SE Harold & 69th,2553,W,FS,12,2,14,0,Fall2018
4688,SE Harold & 72nd,2554,W,NS,39,13,52,6,Fall2018
4689,SE Harold & 72nd,2555,E,FS,16,37,53,6,Fall2018
4690,SE Harold & 74th,2557,E,NS,2,8,10,0,Fall2018
4691,SE Harold & 74th,2558,W,NS,10,2,12,0,Fall2018
4692,SE Harold & 77th,2560,W,NS,13,1,14,0,Fall2018
4693,SE Harold & 79th,2561,E,OP,3,16,19,2,Fall2018
4098,SE 79th & Harold,2562,S,NS,13,4,17,1,Fall2018
4695,SE Harold & 92nd,2563,W,NS,15,23,38,1,Fall2018
4696,SE Harold & 97th,2564,E,NS,4,14,18,0,Fall2018
4697,SE Harold & 97th,2565,W,NS,17,4,21,0,Fall2018
289,200 Block SW Harrison,2566,E,AT,171,32,203,11,Fall2018
290,200 Block SW Harrison,2567,W,OP,31,303,334,20,Fall2018
4710,SE Harrison & Hwy 224,2568,E,NS,31,19,50,10,Fall2018
4699,SE Harrison & 24th ,2569,E,OP,33,10,43,12,Fall2018
4700,SE Harrison & 24th ,2570,W,NS,4,22,26,11,Fall2018
361,2700 Block SE Harrison,2571,W,OP,11,27,38,0,Fall2018
4701,SE Harrison & 28th ,2572,E,NS,26,7,33,0,Fall2018
4702,SE Harrison & 29th ,2573,W,NS,9,23,32,13,Fall2018
4703,SE Harrison & 31st ,2574,W,NS,52,83,135,32,Fall2018
4704,SE Harrison & 32nd ,2575,E,FS,59,42,101,24,Fall2018
4705,SE Harrison & 34th ,2577,W,NS,8,14,22,2,Fall2018
4706,SE Harrison & 37th ,2578,E,NS,7,9,16,1,Fall2018
4707,SE Harrison & 37th ,2579,W,NS,5,6,11,3,Fall2018
6644,SW Harrison & 4th,2580,E,NS,327,74,401,30,Fall2018
4708,SE Harrison & 40th ,2582,E,NS,2,9,11,2,Fall2018
4709,SE Harrison & 40th ,2583,W,NS,10,3,13,0,Fall2018
3678,Rose Quarter Transit Center,2592,W,AT,670,1135,1805,257,Fall2018
4743,SE Hawthorne & 6th,2594,E,NS,301,210,511,38,Fall2018
4747,SE Hawthorne & Maple ,2595,E,FS,26,26,52,1,Fall2018
4748,SE Hawthorne & Poplar ,2596,E,NS,13,33,46,3,Fall2018
4744,SE Hawthorne & 9th,2597,E,NS,33,33,66,9,Fall2018
4717,SE Hawthorne & 12th,2599,E,NS,183,183,366,23,Fall2018
4718,SE Hawthorne & 14th,2602,W,FS,22,29,51,3,Fall2018
4719,SE Hawthorne & 16th,2603,E,FS,38,56,94,41,Fall2018
4720,SE Hawthorne & 16th,2604,W,NS,70,40,110,48,Fall2018
4721,SE Hawthorne & 19th,2606,W,FS,65,26,91,8,Fall2018
4722,SE Hawthorne & 20th,2607,E,FS,29,46,75,10,Fall2018
4724,SE Hawthorne & 23rd,2608,E,NS,29,39,68,3,Fall2018
4723,SE Hawthorne & 22nd,2609,W,NS,73,42,115,14,Fall2018
4725,SE Hawthorne & 25th,2611,W,FS,45,18,63,9,Fall2018
4726,SE Hawthorne & 25th,2612,E,FS,15,34,49,5,Fall2018
4727,SE Hawthorne & 27th,2613,W,NS,87,61,148,11,Fall2018
4728,SE Hawthorne & 28th,2614,E,OP,56,131,187,19,Fall2018
4729,SE Hawthorne & 30th,2615,E,NS,23,58,81,2,Fall2018
4730,SE Hawthorne & 30th,2616,W,NS,72,27,99,2,Fall2018
4732,SE Hawthorne & 32nd Pl,2617,E,FS,12,47,59,2,Fall2018
4731,SE Hawthorne & 32nd,2619,W,NS,44,16,60,2,Fall2018
4733,SE Hawthorne & 34th,2620,E,FS,31,67,98,9,Fall2018
4735,SE Hawthorne & 37th,2623,E,FS,43,114,157,32,Fall2018
4736,SE Hawthorne & 37th,2624,W,NS,97,41,138,19,Fall2018
4745,SE Hawthorne & Cesar Chavez Blvd,2625,E,NS,152,213,365,81,Fall2018
4746,SE Hawthorne & Cesar Chavez Blvd,2626,W,FS,211,142,353,107,Fall2018
4737,SE Hawthorne & 41st,2628,E,NS,45,71,116,10,Fall2018
4738,SE Hawthorne & 41st,2629,W,NS,55,33,88,6,Fall2018
4739,SE Hawthorne & 44th,2630,E,NS,18,51,69,3,Fall2018
4740,SE Hawthorne & 44th,2632,W,FS,62,22,84,2,Fall2018
4741,SE Hawthorne & 47th,2633,E,FS,34,73,107,10,Fall2018
4742,SE Hawthorne & 47th,2635,W,OP,65,28,93,5,Fall2018
1080,Hawthorne Bridge,2641,E,AT,78,100,178,7,Fall2018
1081,Hawthorne Bridge,2642,W,AT,75,87,162,8,Fall2018
1082,Hawthorne Bridge Ramp & SE M L King,2643,E,FS,33,218,251,25,Fall2018
1415,N Hayden Meadows Dr & Whitaker,2648,E,FS,21,19,40,19,Fall2018
6661,SW Heiney & Binford Lake,2650,S,NS,7,2,9,0,Fall2018
3690,S High & 1st,2662,N,NS,1,2,3,0,Fall2018
3691,S High & 1st,2663,S,FS,3,1,4,0,Fall2018
1083,High & 3rd,2664,N,NS,2,5,7,0,Fall2018
1084,High & 3rd,2665,S,NS,3,2,5,1,Fall2018
1085,High & 5th,2666,N,NS,3,6,9,1,Fall2018
6666,SW Highland & Linneman,2667,E,FS,0,0,0,0,Fall2018
6667,SW Highland & Linneman,2668,W,OP,0,0,0,0,Fall2018
6662,SW Highland & 11th St,2669,N,FS,18,5,23,5,Fall2018
6663,SW Highland & 11th St,2670,S,FS,3,0,3,1,Fall2018
6664,SW Highland & 14th Dr,2671,E,NS,1,1,2,1,Fall2018
1088,Hillsboro Transit Center,2672,E,AT,137,63,200,25,Fall2018
1093,Holcomb & Apperson,2674,E,OP,0,4,4,0,Fall2018
1094,Holcomb & Apperson,2675,W,NS,7,0,7,0,Fall2018
3694,S Holcomb & Hunter Ave,2679,W,NS,2,0,2,0,Fall2018
3696,S Holcomb & Swan Ave,2681,E,NS,0,1,1,0,Fall2018
3697,S Holcomb & Swan Ave,2682,W,NS,3,0,3,0,Fall2018
4759,SE Holgate & 117th ,2683,W,NS,17,1,18,0,Fall2018
4763,SE Holgate & 125th ,2684,E,FS,0,1,1,0,Fall2018
4772,SE Holgate & 134th Dr,2685,E,NS,105,123,228,49,Fall2018
4749,SE Holgate & 100th ,2686,E,FS,3,19,22,1,Fall2018
4750,SE Holgate & 101st ,2687,W,FS,20,3,23,0,Fall2018
4751,SE Holgate & 103rd ,2690,W,NS,75,11,86,16,Fall2018
4752,SE Holgate & 104th ,2691,E,NS,9,68,77,31,Fall2018
4753,SE Holgate & 107th ,2692,E,OP,1,8,9,1,Fall2018
4754,SE Holgate & 108th Pl ,2695,W,OP,11,2,13,0,Fall2018
4755,SE Holgate & 112th ,2696,E,NS,7,47,54,18,Fall2018
4756,SE Holgate & 112th ,2697,W,NS,51,12,63,15,Fall2018
4757,SE Holgate & 115th ,2699,E,FS,1,28,29,2,Fall2018
4758,SE Holgate & 115th ,2700,W,NS,22,2,24,0,Fall2018
4760,SE Holgate & 118th ,2701,E,NS,0,24,24,7,Fall2018
4761,SE Holgate & 122nd ,2703,E,FS,20,150,170,66,Fall2018
4762,SE Holgate & 122nd ,2705,W,FS,98,10,108,46,Fall2018
4770,SE Holgate & 128th,2706,E,NS,1,16,17,8,Fall2018
4771,SE Holgate & 130th,2707,E,FS,1,12,13,40,Fall2018
4773,SE Holgate & 136th,2708,E,NS,21,1,22,2,Fall2018
4774,SE Holgate & 26th,2712,E,NS,15,26,41,4,Fall2018
4775,SE Holgate & 26th,2713,W,NS,22,14,36,2,Fall2018
4776,SE Holgate & 28th,2714,E,FS,45,84,129,3,Fall2018
4777,SE Holgate & 28th,2715,W,NS,95,50,145,3,Fall2018
4778,SE Holgate & 32nd,2718,E,OP,47,47,94,76,Fall2018
4779,SE Holgate & 32nd,2719,W,NS,42,44,86,93,Fall2018
4780,SE Holgate & 34th,2720,E,NS,7,32,39,0,Fall2018
