,location,location_id,direction,position,ons,offs,total,lifts,period
5039,SE Mather & 119th Ct,8999,W,NS,0,0,0,0,Fall2018
5045,SE Mather & Cranberry Loop,9000,S,FS,5,0,5,0,Fall2018
46,11000 Block SE Mather,9001,W,AT,0,0,0,0,Fall2018
26,10500 Block SE Mather,9002,W,AT,7,1,8,0,Fall2018
4221,SE 97th & Lawnfield,9004,N,NS,7,1,8,0,Fall2018
4224,SE 97th & Talbert Dr,9005,N,NS,3,1,4,0,Fall2018
148,14000 Block SE 97th,9007,W,AT,7,0,7,0,Fall2018
4835,SE Hubbard & 128th ,9008,W,OP,0,0,0,0,Fall2018
4836,SE Hubbard & 128th ,9009,E,NS,0,1,1,0,Fall2018
3279,NW Cornell & 185th,9010,E,FS,82,27,109,18,Fall2018
2345,NE Cornell & NW 185th,9012,W,FS,45,83,128,17,Fall2018
3286,NW Cornell & 188th,9013,W,FS,9,13,22,2,Fall2018
2349,NE Cornell & Stucki,9014,W,FS,24,41,65,9,Fall2018
3152,NW 185th & Evergreen,9022,S,FS,156,59,215,20,Fall2018
6795,SW Martinazzi & Tualatin-Sherwood,9026,S,NS,1,9,10,1,Fall2018
1825,NE 122nd & Wasco,9027,N,FS,7,83,90,34,Fall2018
7264,SW Tualatin Valley Hwy & 153rd,9029,E,NS,1,3,4,0,Fall2018
3195,NW 23rd & Raleigh,9030,S,FS,89,6,95,3,Fall2018
3196,NW 23rd & Raleigh,9031,N,NS,5,94,99,8,Fall2018
6126,SW Bertha & Chestnut ,9033,N,NS,11,3,14,0,Fall2018
7082,SW Scholls Ferry & Springwood,9038,W,OP,16,25,41,1,Fall2018
1235,Molalla & Char Diaz Dr,9041,N,OP,3,0,3,0,Fall2018
1248,Molalla & Oregon City Post Office,9042,N,AT,5,1,6,6,Fall2018
6319,SW Columbia & 10th,9044,E,NS,186,70,256,29,Fall2018
5815,SW 257th & Hensley Rd,9046,N,FS,1,2,3,2,Fall2018
5923,SW 72nd & Durham Rd,9047,S,NS,0,0,0,0,Fall2018
5924,SW 72nd & Durham Rd,9048,N,OP,0,0,0,0,Fall2018
3291,NW Cornell & Bethany ,9050,W,FS,28,27,55,5,Fall2018
3299,NW Cornell & Evergreen Pkwy,9051,W,FS,12,25,37,2,Fall2018
3272,NW Cornell & 167th Pl,9052,W,FS,8,10,18,9,Fall2018
3277,NW Cornell & 173rd Pl,9053,W,NS,21,31,52,6,Fall2018
3273,NW Cornell & 167th Pl,9054,E,NS,7,5,12,9,Fall2018
3276,NW Cornell & 173rd Ave,9055,E,FS,27,23,50,8,Fall2018
3292,NW Cornell & Bethany Ct ,9056,E,NS,38,48,86,16,Fall2018
3278,NW Cornell & 179th,9059,E,NS,18,11,29,2,Fall2018
3882,SE 181st & E Burnside,9061,S,FS,32,54,86,15,Fall2018
6595,SW Hall & Tigard City Hall,9065,S,AT,1,3,4,1,Fall2018
6560,SW Hall & Fanno Creek Ct,9067,S,OP,4,5,9,0,Fall2018
6548,SW Hall & Bonita,9068,S,NS,9,33,42,0,Fall2018
6579,SW Hall & Murdock,9069,S,OP,1,7,8,0,Fall2018
6590,SW Hall & Sattler,9070,S,FS,4,9,13,1,Fall2018
6546,SW Hall & Avon,9071,N,FS,36,5,41,0,Fall2018
673,8300 Block SW Durham,9072,E,OP,6,11,17,0,Fall2018
6396,SW Durham & 76th,9073,E,OP,0,4,4,0,Fall2018
6400,SW Durham & Upper Boones Ferry,9076,S,FS,5,34,39,0,Fall2018
625,7200 Block SW Durham,9077,W,OP,6,1,7,0,Fall2018
6401,SW Durham & Upper Boones Ferry,9078,N,FS,22,4,26,0,Fall2018
6397,SW Durham & 76th,9079,W,NS,2,1,3,0,Fall2018
669,8200 Block SW Durham,9080,W,AT,5,7,12,0,Fall2018
6545,SW Hall & Ashford,9082,N,NS,4,2,6,0,Fall2018
6580,SW Hall & Murdock,9083,N,NS,5,0,5,0,Fall2018
6549,SW Hall & Bonita,9084,N,NS,34,7,41,1,Fall2018
6578,SW Hall & McDonald,9085,N,NS,6,2,8,0,Fall2018
6584,SW Hall & Omara,9086,N,OP,23,7,30,6,Fall2018
5808,SW 257th & 16th Way,9092,N,NS,6,18,24,2,Fall2018
5812,SW 257th & Cherry Park,9094,N,NS,1,4,5,0,Fall2018
238,17600 Block NE Sandy,9095,E,AT,13,24,37,0,Fall2018
5819,SW 257th & Sturges,9101,S,NS,4,1,5,0,Fall2018
5813,SW 257th & Cherry Park,9103,S,NS,19,5,24,2,Fall2018
1787,NE 105th & Killingsworth,9105,N,FS,3,3,6,1,Fall2018
1791,NE 105th & Simpson,9106,N,FS,3,3,6,0,Fall2018
44,11000 Block NE Holman,9107,E,AT,4,11,15,4,Fall2018
2210,NE Airport Way & Ainsworth Circle,9108,E,NS,3,13,16,1,Fall2018
2201,NE Airport Way & 122nd,9110,E,NS,9,24,33,5,Fall2018
2203,NE Airport Way & 138th,9112,E,NS,6,14,20,2,Fall2018
5752,SW 18th & Morrison,9122,N,NS,25,15,40,1,Fall2018
3201,NW 25th & Lovejoy,9125,N,NS,0,1,1,0,Fall2018
3300,NW Cornell & Marshall ,9126,N,AT,0,1,1,0,Fall2018
3315,NW Cornell & Summit Ct ,9127,N,OP,0,1,1,0,Fall2018
3318,NW Cornell & Westover ,9129,S,NS,0,3,3,0,Fall2018
3321,NW Cumberland & Fairfax ,9130,S,FS,1,1,2,0,Fall2018
3322,NW Cumberland & Shenandoah,9131,W,NS,2,0,2,0,Fall2018
3319,NW Cumberland & Ariel ,9132,W,FS,1,0,1,0,Fall2018
3456,NW Powhatan & Greenbrier Terr,9133,S,FS,0,1,1,0,Fall2018
3435,NW Macleay & Hermosa,9135,E,FS,2,3,5,0,Fall2018
3436,NW Macleay & Lomita Terrace,9136,E,NS,0,0,0,0,Fall2018
3434,NW Macleay & Beuhla Vista,9137,S,NS,0,1,1,0,Fall2018
3437,NW Macleay & W Burnside,9139,S,NS,0,0,0,0,Fall2018
7384,SW Walker & 158th,9145,W,FS,1,3,4,0,Fall2018
7392,SW Walker & Schendel,9146,W,NS,5,1,6,0,Fall2018
3551,NW Walker & 167th,9147,W,NS,0,0,0,0,Fall2018
3552,NW Walker & 173rd,9148,W,NS,0,0,0,0,Fall2018
3556,NW Walker & 185th,9150,E,FS,4,1,5,0,Fall2018
3553,NW Walker & 173rd,9151,E,NS,1,0,1,0,Fall2018
7393,SW Walker & Schendel,9152,E,NS,4,4,8,0,Fall2018
3558,NW Walker & SW 167th,9153,E,FS,0,0,0,0,Fall2018
3256,NW Cedar Hills & Leahy,9158,N,FS,0,5,5,0,Fall2018
6331,SW Conestoga & Boones Bend,9159,N,OP,0,10,10,0,Fall2018
6336,SW Conestoga & Welch,9160,W,NS,0,4,4,0,Fall2018
6333,SW Conestoga & Downing,9161,W,NS,0,8,8,0,Fall2018
6329,SW Conestoga & 125th,9162,W,NS,0,14,14,0,Fall2018
5682,SW 125th & Longhorn,9163,N,FS,0,5,5,1,Fall2018
5680,SW 125th & Footpath,9164,N,AT,0,4,4,1,Fall2018
6192,SW Brockman & Sorrento ,9165,W,FS,0,1,1,0,Fall2018
6187,SW Brockman & 135th ,9166,W,NS,0,11,11,0,Fall2018
6189,SW Brockman & Davies ,9167,W,NS,0,4,4,0,Fall2018
6191,SW Brockman & Pony ,9168,W,FS,0,2,2,0,Fall2018
7077,SW Scholls Ferry & Progress Park & Ride,9169,S,AT,4,26,30,0,Fall2018
7208,SW Teal & 152nd ,9170,W,FS,3,2,5,0,Fall2018
7209,SW Teal & 155th ,9171,S,NS,2,2,4,0,Fall2018
7210,SW Teal & Bobwhite Circle ,9172,E,NS,1,1,2,0,Fall2018
7212,SW Teal & Pintail ,9173,S,NS,4,3,7,0,Fall2018
7084,SW Scholls Ferry & Teal Blvd,9174,E,FS,19,15,34,1,Fall2018
7034,SW Scholls Ferry & 147th,9175,E,FS,5,3,8,0,Fall2018
6190,SW Brockman & Davies ,9176,E,FS,6,0,6,0,Fall2018
6188,SW Brockman & 135th ,9177,E,FS,12,0,12,0,Fall2018
6193,SW Brockman & Sorrento ,9178,E,OP,2,0,2,0,Fall2018
5681,SW 125th & Footpath,9179,S,AT,7,0,7,0,Fall2018
720,9600 Block SW 125th,9180,S,AT,6,3,9,0,Fall2018
6330,SW Conestoga & 125th,9181,E,FS,19,0,19,0,Fall2018
6334,SW Conestoga & Downing,9182,E,OP,7,0,7,0,Fall2018
6335,SW Conestoga & Trapper Terrace,9183,E,FS,4,0,4,0,Fall2018
6332,SW Conestoga & Boones Bend,9184,S,NS,11,1,12,0,Fall2018
7078,SW Scholls Ferry & Progress Park & Ride,9185,N,OP,24,6,30,0,Fall2018
7319,SW Tualatin-Sherwood Rd & Pacific Hwy,9186,S,FS,0,75,75,2,Fall2018
7303,SW Tualatin-Sherwood Rd & Baler ,9187,E,NS,0,26,26,23,Fall2018
6713,SW Langer & Sherwood Plaza,9188,W,OP,1,21,22,5,Fall2018
202,16400 Block SW Langer,9189,S,AT,2,15,17,3,Fall2018
193,16100 Block SW Langer,9190,E,AT,13,0,13,1,Fall2018
1606,N Rivergate Blvd & Lombard St,9192,W,FS,13,19,32,0,Fall2018
124,13300 Block N Rivergate,9193,N,OP,0,0,0,0,Fall2018
1607,N Rivergate Blvd & Ramsey,9194,N,NS,2,5,7,0,Fall2018
125,13300 Block N Rivergate Blvd,9196,S,AT,0,0,0,0,Fall2018
1521,N Lombard & Simmons,9197,N,OP,3,3,6,0,Fall2018
620,7100 Block N Marine,9198,E,AT,2,2,4,0,Fall2018
559,5900 Block N Marine,9199,E,OP,0,0,0,0,Fall2018
553,5700 Block N Marine,9200,E,OP,1,1,2,0,Fall2018
542,5300 Block N Marine,9202,W,AT,0,0,0,0,Fall2018
554,5700 Block N Marine,9203,W,FS,1,2,3,0,Fall2018
560,5900 Block N Marine,9204,W,AT,0,0,0,0,Fall2018
621,7100 Block N Marine,9205,W,OP,1,3,4,0,Fall2018
1522,N Lombard & Simmons,9206,S,NS,1,2,3,0,Fall2018
7278,SW Tualatin Valley Hwy & 198th,9207,E,FS,58,75,133,14,Fall2018
173,14700 Block SW Teal,9208,W,OP,8,3,11,2,Fall2018
3555,NW Walker & 180th,9209,W,FS,0,0,0,0,Fall2018
246,18000 Block NW Walker,9210,E,OP,1,0,1,0,Fall2018
5017,SE Main & 100th,9211,W,OP,4,3,7,2,Fall2018
3294,NW Cornell & Bronson Creek Pk,9212,W,AT,7,9,16,1,Fall2018
3293,NW Cornell & Birch Pointe Apts,9213,E,AT,16,10,26,1,Fall2018
3320,NW Cumberland & Culpepper,9214,W,OP,4,4,8,0,Fall2018
7211,SW Teal & Nighthawk Dr ,9215,S,NS,1,1,2,0,Fall2018
7608,Willamette Dr & Lazy River Dr,9216,N,NS,11,2,13,0,Fall2018
3100,NE Wasco & 82nd,9217,E,NS,8,32,40,15,Fall2018
5018,SE Main & 100th,9218,E,NS,3,5,8,2,Fall2018
3783,SE 122nd & Stark,9219,S,FS,130,65,195,43,Fall2018
7570,Washington Square Transit Center,9220,S,AT,53,49,102,17,Fall2018
6935,SW Palmblad & Hall Blvd ,9221,N,NS,5,2,7,0,Fall2018
6398,SW Durham & 79th,9224,E,OP,8,5,13,0,Fall2018
6399,SW Durham & 79th,9225,W,NS,6,10,16,0,Fall2018
6589,SW Hall & Ross,9226,N,FS,9,3,12,0,Fall2018
3557,NW Walker & Cambray,9230,E,FS,2,0,2,0,Fall2018
3554,NW Walker & 178th,9232,W,NS,1,1,2,0,Fall2018
5178,SE Orient Dr & 262nd,9233,E,NS,0,2,2,0,Fall2018
5179,SE Orient Dr & 262nd/Barnes/Salquist,9234,W,NS,2,0,2,0,Fall2018
3269,NW Cornell & 153rd,9245,W,NS,10,15,25,0,Fall2018
4462,SE Division & 61st,9248,W,NS,19,12,31,1,Fall2018
5697,SW 158th & Jenkins,9252,S,NS,0,1,1,0,Fall2018
2465,NE Fremont & 66th,9253,E,NS,1,2,3,0,Fall2018
626,7200 Block SW Durham,9257,S,AT,2,10,12,0,Fall2018
3404,NW Graham/257th & W Columbia River Hwy,9261,S,NS,9,1,10,2,Fall2018
4403,SE Division & 148th,9263,W,FS,98,86,184,51,Fall2018
4442,SE Division & 42nd,9265,W,NS,56,33,89,12,Fall2018
1945,NE 181st & Wilkes,9266,N,NS,1,3,4,0,Fall2018
7625,Willamette Falls Dr & 12th St,9269,E,NS,3,0,3,1,Fall2018
814,Blankenship & Virginia Lane,9270,N,OP,3,2,5,3,Fall2018
810,Blankenship & 19th St,9276,W,NS,1,1,2,0,Fall2018
812,Blankenship & Ostman,9277,W,NS,1,1,2,0,Fall2018
3593,Ostman & Dollar,9279,S,NS,2,1,3,0,Fall2018
7634,Willamette Falls Dr & 19th St,9284,E,OP,1,1,2,0,Fall2018
7633,Willamette Falls Dr & 16th St,9285,E,FS,0,0,0,0,Fall2018
7632,Willamette Falls Dr & 14th St,9286,E,NS,4,1,5,1,Fall2018
40,10th St & 8th Court,9296,N,NS,4,11,15,4,Fall2018
813,Blankenship & Tannler Dr,9297,N,FS,2,2,4,0,Fall2018
3215,NW 6th & Davis MAX Station,9299,N,NS,826,638,1464,0,Fall2018
3216,NW 6th & Flanders,9300,N,NS,4,231,235,48,Fall2018
3214,NW 5th & Davis,9301,S,NS,617,422,1039,213,Fall2018
3213,NW 5th & Couch MAX Station,9303,S,NS,751,861,1612,1,Fall2018
2855,NE Multnomah & 11th,9305,E,FS,112,58,170,20,Fall2018
5501,SE Steele & 46th ,9307,W,NS,22,4,26,0,Fall2018
1516,N Lombard & Ramsey,9308,N,NS,4,2,6,0,Fall2018
1517,N Lombard & Ramsey,9309,S,FS,2,5,7,0,Fall2018
3398,NW Glisan & 3rd,9311,W,FS,88,257,345,65,Fall2018
4889,SE Hwy 224 & Suttle Rd,9312,W,OP,1,0,1,0,Fall2018
4890,SE Hwy 224 & Suttle Rd,9313,E,FS,0,1,1,0,Fall2018
7189,SW Taylors Ferry & Capitol Hwy,9320,E,FS,2,17,19,0,Fall2018
374,27500 Block SE Hwy 224,9321,E,AT,0,1,1,0,Fall2018
375,27600 Block SE Hwy 224,9322,W,AT,0,0,0,0,Fall2018
6812,SW Murray & Barlow,9323,S,OP,2,3,5,0,Fall2018
6816,SW Murray & Brockman,9324,N,FS,22,12,34,6,Fall2018
5851,SW 45th & Nevada,9328,S,NS,0,2,2,0,Fall2018
1561,N Marine & Leadbetter,9334,E,FS,4,1,5,0,Fall2018
1562,N Marine & Leadbetter,9335,W,FS,1,12,13,0,Fall2018
6226,SW Canyon & Camelot Ct,9338,N,NS,52,12,64,16,Fall2018
2060,NE 33rd Dr & Sunderland,9339,N,OP,0,0,0,0,Fall2018
1881,NE 15th & Halsey,9342,N,NS,29,34,63,13,Fall2018
7542,W Powell & NW Miller,9347,W,FS,19,4,23,4,Fall2018
3160,NW 185th & Rock Creek,9351,S,FS,57,8,65,2,Fall2018
6153,SW Boones Ferry Rd & Avery ,9352,S,FS,0,5,5,0,Fall2018
6154,SW Boones Ferry Rd & Avery ,9353,N,FS,7,0,7,0,Fall2018
7534,W Burnside & SW Osage,9354,E,NS,32,28,60,4,Fall2018
2868,NE Multnomah & 3rd ,9362,E,OP,21,60,81,36,Fall2018
2058,NE 33rd Dr & Elrod Dr,9365,N,NS,0,10,10,1,Fall2018
719,9600 Block NE Sunderland,9367,S,AT,0,2,2,0,Fall2018
3095,NE Sunderland & Columbia River Corr Cntr,9368,S,AT,62,47,109,12,Fall2018
2059,NE 33rd Dr & Elrod Dr,9369,S,NS,22,0,22,0,Fall2018
338,2400 Block NE Riverside Way,9371,W,AT,6,0,6,0,Fall2018
5318,SE Powell Valley & Barnes Flag Stop,9383,W,AT,0,0,0,0,Fall2018
5802,SW 1st & Arthur,9397,S,NS,9,5,14,1,Fall2018
1387,N Going & Port Center Way,9399,E,NS,49,10,59,1,Fall2018
1952,NE 21st & Riverside Way,9402,S,FS,8,0,8,0,Fall2018
1449,N Killingsworth & Greeley,9403,E,FS,40,6,46,8,Fall2018
3200,NW 23rd Pl & Westover,9404,N,NS,0,0,0,0,Fall2018
6626,SW Hamilton & 55th Pl,9405,E,OP,1,0,1,0,Fall2018
6135,SW Boones Ferry Rd & 13th Ct ,9406,W,NS,0,1,1,0,Fall2018
6136,SW Boones Ferry Rd & 13th Ct ,9407,E,FS,1,0,1,0,Fall2018
1038,Exceed Enterprises,9412,S,AT,8,9,17,37,Fall2018
3094,NE Sunderland & 33rd Dr (In),9414,E,NS,0,0,0,0,Fall2018
3323,NW Division & Angeline ,9425,W,OP,6,3,9,2,Fall2018
3324,NW Division & Angeline ,9426,E,NS,1,6,7,1,Fall2018
5816,SW 257th & Jennings Way,9427,E,NS,0,2,2,0,Fall2018
5817,SW 257th & Jennings Way,9428,W,OP,8,1,9,0,Fall2018
5024,SE Main & E 1st,9429,N,NS,2,1,3,0,Fall2018
2849,NE Main & E 1st,9430,S,NS,0,3,3,0,Fall2018
1484,N Lombard & Catlin,9431,N,NS,2,48,50,22,Fall2018
1545,N Lombard & Weyerhauser,9432,N,FS,0,26,26,1,Fall2018
168,14500 Block N Lombard,9434,N,AT,3,1,4,0,Fall2018
1485,N Lombard & Catlin,9435,S,NS,54,2,56,21,Fall2018
14,10200 Block N Lombard,9436,S,AT,30,0,30,1,Fall2018
3097,NE Vancouver Way & Freightliner,9438,N,FS,1,9,10,0,Fall2018
1563,N Marine & Leadbetter,9439,E,NS,2,3,5,0,Fall2018
1557,N Marine & Bybee Lake Road,9440,E,FS,1,0,1,0,Fall2018
587,6100 Block N Marine,9441,E,AT,2,0,2,0,Fall2018
543,5300 Block N Marine,9442,E,OP,0,0,0,0,Fall2018
1559,N Marine & Gantenbein,9444,E,OP,0,0,0,0,Fall2018
2136,NE 6th Drive & South Shore,9447,S,FS,0,0,0,0,Fall2018
702,9000 Block NE Vancouver Way,9449,W,AT,53,12,65,2,Fall2018
2850,NE Middlefield & 6th Drive,9451,E,NS,0,0,0,0,Fall2018
2135,NE 6th Drive & Faloma,9453,N,NS,2,1,3,0,Fall2018
1560,N Marine & Gantenbein,9454,W,NS,0,0,0,0,Fall2018
1556,N Marine & Anchor,9455,W,NS,1,0,1,0,Fall2018
588,6100 Block N Marine,9457,W,AT,0,5,5,0,Fall2018
1558,N Marine & Bybee Lake Road,9458,W,NS,0,3,3,0,Fall2018
1564,N Marine & Pacific Gateway Blvd,9459,W,FS,1,3,4,0,Fall2018
169,14500 Block N Lombard,9460,S,OP,1,4,5,0,Fall2018
6670,SW Hocken & Millikan,9462,S,NS,8,9,17,8,Fall2018
131,13500 Block SW Millikan,9463,W,AT,4,3,7,0,Fall2018
141,13900 Block SW Millikan,9464,W,AT,2,2,4,0,Fall2018
162,14100 Block SW Millikan,9465,E,OP,1,4,5,0,Fall2018
142,13900 Block SW Millikan,9466,E,OP,3,3,6,0,Fall2018
3149,NW 185th & Bronson,9467,N,FS,7,45,52,3,Fall2018
139,13900 Block SW 72nd,9469,E,AT,1,2,3,0,Fall2018
3401,NW Graham/257th & 257th Way,9470,N,FS,1,22,23,3,Fall2018
3402,NW Graham/257th & 257th Way,9471,S,OP,33,2,35,3,Fall2018
700,900 Block NW North Frontage Rd,9472,W,AT,0,6,6,0,Fall2018
2851,NE Middlefield Rd & N Vancouver Way,9477,N,FS,22,7,29,1,Fall2018
2,1000 Block N Marine,9478,E,AT,0,1,1,0,Fall2018
3098,NE Vancouver Way & Gertz Rd,9480,S,FS,45,10,55,21,Fall2018
43,1100 Block NW Frontage Rd,9481,E,AT,135,130,265,41,Fall2018
714,9400 Block SW Commerce Circle,9484,W,AT,0,7,7,0,Fall2018
3782,SE 122nd & Schiller,9487,N,FS,24,3,27,9,Fall2018
450,3505 SW US Veterans Rd,9488,W,OP,52,40,92,1,Fall2018
549,5500 Block SE International Way,9503,S,AT,4,2,6,0,Fall2018
1510,N Lombard & New York,9505,S,NS,134,16,150,43,Fall2018
140,13900 Block SW 72nd,9509,W,OP,1,0,1,0,Fall2018
6166,SW Boones Ferry Rd & Iowa Dr ,9511,N,FS,5,0,5,0,Fall2018
6167,SW Boones Ferry Rd & Iowa Dr ,9512,S,FS,0,6,6,0,Fall2018
785,Beavercreek & Molalla,9516,E,NS,4,25,29,6,Fall2018
784,Beavercreek & Library Ct,9517,N,OP,51,7,58,6,Fall2018
299,20300 Block SW Pacific Hwy,9519,W,AT,0,5,5,2,Fall2018
4522,SE Eagle Creek Rd & Hinman,9520,N,NS,0,0,0,0,Fall2018
4529,SE Eagle Creek Rd & Strubhar Lane,9521,S,FS,0,1,1,0,Fall2018
6506,SW Garden Home & Orchard Lane,9525,S,NS,1,1,2,0,Fall2018
7527,W Burnside & SW 2nd,9526,E,NS,416,192,608,190,Fall2018
6056,SW Barnes & NW 118th,9531,W,NS,8,29,37,0,Fall2018
6033,SW Barnes & 117th,9532,E,NS,8,4,12,0,Fall2018
6866,SW Oak & Dennis,9535,E,NS,11,23,34,8,Fall2018
540,5200 Block NE 148th (Relay Resources),9537,S,AT,1,0,1,0,Fall2018
6717,SW Laurelwood & Laurel,9544,S,FS,1,63,64,0,Fall2018
1169,Lake Oswego Transit Center,9545,E,NS,39,128,167,62,Fall2018
2500,NE Fremont & Sandy,9548,E,NS,6,6,12,2,Fall2018
2923,NE Riverside Way & 33rd Dr,9549,W,FS,21,1,22,1,Fall2018
380,2800 Block NE Riverside Way,9550,E,AT,1,11,12,0,Fall2018
7019,SW Salmon & 18th,9552,W,NS,74,13,87,2,Fall2018
1189,Linn & Williams,9559,S,OP,6,30,36,19,Fall2018
403,29200 Block SE Eagle Creek Rd,9561,S,AT,0,1,1,0,Fall2018
404,29200 Block SE Eagle Creek Rd,9562,N,OP,0,0,0,0,Fall2018
2318,NE Cornell & 48th,9564,W,FS,13,9,22,8,Fall2018
6395,SW Durham & 72nd,9565,E,NS,1,7,8,0,Fall2018
691,8800 Block SW Oleson,9570,E,OP,2,0,2,1,Fall2018
1518,N Lombard & Reno,9575,S,NS,90,1,91,6,Fall2018
1519,N Lombard & Reno,9576,N,NS,0,84,84,19,Fall2018
224,1700 Block Beavercreek Rd,9578,W,AT,7,1,8,2,Fall2018
188,1600 Block Beavercreek Rd,9579,W,AT,5,1,6,1,Fall2018
781,Beavercreek & Hwy 213,9580,W,FS,16,1,17,3,Fall2018
189,1600 Block Beavercreek Rd,9581,E,AT,1,10,11,3,Fall2018
292,2000 Block Beavercreek Rd,9582,E,AT,0,7,7,1,Fall2018
782,Beavercreek & Hwy 213,9583,E,NS,0,6,6,2,Fall2018
6923,SW Pacific Hwy & Royalty Parkway,9597,N,FS,53,10,63,28,Fall2018
6802,SW Morrison & 12th,9598,W,NS,65,29,94,27,Fall2018
6805,SW Morrison & 17th,9599,W,FS,196,63,259,38,Fall2018
5663,SW 11th & Alder,9600,S,NS,83,173,256,90,Fall2018
3359,NW Evergreen Pkwy & NE 79th (NW 215th),9601,W,NS,7,1,8,2,Fall2018
3360,NW Evergreen Pkwy & NE 79th (NW 215th),9602,E,NS,2,12,14,2,Fall2018
345,2500 Block NE Century (NW 229th),9603,N,AT,8,31,39,0,Fall2018
346,2500 Block NE Century (NW 229th),9604,S,AT,27,9,36,0,Fall2018
1983,NE 25th & Sunrise Lane,9606,N,OP,0,0,0,0,Fall2018
1984,NE 25th & Sunrise Lane,9607,S,NS,0,0,0,0,Fall2018
7639,Willow Creek Transit Center,9610,E,AT,506,178,684,87,Fall2018
2104,NE 57th & Failing,9611,N,NS,2,7,9,0,Fall2018
6804,SW Morrison & 16th,9613,W,NS,74,29,103,13,Fall2018
2270,NE Century (NW 229th) & Butler,9614,N,NS,3,5,8,0,Fall2018
599,6400 Block SE Lake,9615,N,AT,1,2,3,1,Fall2018
1789,NE 105th & Marx,9619,N,NS,0,2,2,0,Fall2018
7640,Willow Creek Transit Center,9621,E,AT,201,177,378,58,Fall2018
6839,SW Murray & NW Milburn,9623,N,NS,6,5,11,0,Fall2018
7450,Sunset TC MAX Station,9624,W,AT,643,2426,3069,0,Fall2018
7452,Sunset Transit Center,9625,W,AT,240,275,515,64,Fall2018
6047,SW Barnes & Cedar Hills Blvd,9627,E,FS,35,45,80,10,Fall2018
6048,SW Barnes & Cedar Hills Blvd,9628,W,NS,37,38,75,5,Fall2018
6628,SW Hamilton & 58th,9634,W,FS,0,1,1,0,Fall2018
1598,N Portsmouth & Willamette,9635,S,NS,59,71,130,10,Fall2018
1962,NE 223rd & Glisan,9636,S,FS,21,7,28,3,Fall2018
7320,SW Tualatin-Sherwood Rd & Pacific Hwy,9639,N,NS,82,2,84,21,Fall2018
4886,SE Hwy 224 & Sherman Cooper,9640,E,NS,0,0,0,0,Fall2018
4887,SE Hwy 224 & Sherman Cooper,9641,W,OP,0,1,1,0,Fall2018
1817,NE 122nd & Multnomah,9642,S,OP,55,10,65,32,Fall2018
226,1700 Block SE Orient Dr,9644,N,AT,2,0,2,0,Fall2018
6898,SW Pacific Hwy & 74th (Park & Ride),9648,E,FS,151,43,194,11,Fall2018
7571,Washington Square Transit Center,9649,N,AT,210,214,424,49,Fall2018
7572,Washington Square Transit Center,9650,N,AT,269,265,534,59,Fall2018
7579,Washington Square Transit Center,9651,N,AT,269,253,522,44,Fall2018
7580,Washington Square Transit Center,9652,S,AT,277,309,586,68,Fall2018
6657,SW Hart & Forest Dr,9663,W,NS,6,11,17,0,Fall2018
6655,SW Hart & Dunsmuir,9664,W,OP,1,2,3,0,Fall2018
6648,SW Hart & 155th,9665,W,FS,1,3,4,0,Fall2018
6651,SW Hart & 160th,9667,W,NS,10,15,25,0,Fall2018
6653,SW Hart & 165th,9668,W,OP,4,13,17,1,Fall2018
5981,SW Bany & Tallac Way,9669,W,OP,6,16,22,0,Fall2018
5701,SW 170th & Canby,9670,N,NS,4,3,7,0,Fall2018
5704,SW 170th & Ivy Glenn,9671,N,NS,1,3,4,0,Fall2018
5706,SW 170th & Oak,9672,N,FS,4,7,11,2,Fall2018
5708,SW 170th & Rosa Place,9673,N,FS,1,3,4,0,Fall2018
6441,SW Farmington & 185th,9674,W,NS,21,24,45,2,Fall2018
5705,SW 170th & Ivy Glenn,9675,S,NS,3,1,4,1,Fall2018
5709,SW 170th & Rosa Place,9676,S,OP,1,1,2,0,Fall2018
5707,SW 170th & Oak,9677,S,FS,5,5,10,0,Fall2018
5702,SW 170th & Cynthia,9678,S,NS,3,4,7,1,Fall2018
5982,SW Bany & Tallac Way,9679,E,FS,14,6,20,0,Fall2018
6654,SW Hart & 165th,9680,E,FS,13,7,20,1,Fall2018
6652,SW Hart & 161st,9681,E,FS,6,4,10,0,Fall2018
6650,SW Hart & 157th,9682,E,FS,11,5,16,0,Fall2018
6649,SW Hart & 155th,9683,E,FS,4,3,7,0,Fall2018
6656,SW Hart & Dunsmuir,9684,E,FS,2,1,3,0,Fall2018
5973,SW Arctic Dr & Western Ave,9685,E,FS,0,7,7,0,Fall2018
5976,SW Arctic Drive & Harvest Court,9686,S,OP,0,20,20,0,Fall2018
5965,SW Allen & Lombard,9687,E,FS,2,5,7,3,Fall2018
5963,SW Allen & King,9688,E,NS,1,4,5,0,Fall2018
22,10400 Block SW Allen,9689,E,AT,34,2,36,0,Fall2018
5978,SW Arctic Drive & Sunshine Court,9694,N,NS,10,2,12,0,Fall2018
5977,SW Arctic Drive & Harvest Court,9695,N,FS,8,2,10,0,Fall2018
5974,SW Arctic Dr & Western Ave,9696,W,NS,3,0,3,0,Fall2018
5890,SW 5th & Western,9697,W,FS,2,2,4,0,Fall2018
38,10900 Block SW 5th,9698,W,OP,4,2,6,0,Fall2018
39,10900 Block SW 5th,9699,E,AT,1,4,5,0,Fall2018
5891,SW 5th & Western,9700,E,NS,0,1,1,0,Fall2018
